=== xsim kat_sim -R ===
BANKPOP t=48850000 word=7c3493a1acfe2e29 acclen=88 vb=1
BANKPOP t=48860000 word=dcd074043718bfd0 acclen=76 vb=1
BANKPOP t=48870000 word=49fd6a5eb45e5fd9 acclen=64 vb=1
BANKPOP t=48890000 word=1e52191b1a25f836 acclen=104 vb=1
BANKPOP t=48900000 word=1f333cb57926b2d7 acclen=92 vb=1
BANKPOP t=48910000 word=be12aa77d85048a1 acclen=80 vb=1
BANKPOP t=48920000 word=6fc4178c3f9068bc acclen=68 vb=1
BANKPOP t=48940000 word=d6a0cd228d034775 acclen=108 vb=1
BANKPOP t=48950000 word=e8e4b0dcb92f910c acclen=96 vb=1
BANKPOP t=48960000 word=20381fc4906b65fb acclen=84 vb=1
BANKPOP t=48970000 word=314190b0263809b9 acclen=72 vb=1
BANKPOP t=48990000 word=202dfa92bc4d9385 acclen=112 vb=1
BANKPOP t=49000000 word=8c8600b158bc969f acclen=100 vb=1
BANKPOP t=49010000 word=87282fb35c84f824 acclen=88 vb=1
BANKPOP t=49020000 word=e6478bb8f62658ee acclen=76 vb=1
BANKPOP t=49030000 word=5c38af8939e5552b acclen=64 vb=1
BANKPOP t=49050000 word=3ce7f3a41568c01d acclen=104 vb=1
BANKPOP t=49060000 word=56641664b7945669 acclen=92 vb=1
BANKPOP t=49070000 word=9a22610a054c6be4 acclen=80 vb=1
BANKPOP t=49080000 word=77ca567eba3db387 acclen=68 vb=1
BANKPOP t=49100000 word=0801d1ba58cc52d8 acclen=108 vb=1
BANKPOP t=49110000 word=091ca68958c5585a acclen=96 vb=1
BANKPOP t=49120000 word=c763802cd4cc5bb7 acclen=84 vb=1
BANKPOP t=49130000 word=6e8fca9f5c32c1aa acclen=72 vb=1
BANKPOP t=49150000 word=a63ac356083b67e4 acclen=112 vb=1
BANKPOP t=49160000 word=70c4aabc9e760e8c acclen=100 vb=1
BANKPOP t=49170000 word=cad1f5c01721d687 acclen=88 vb=1
BANKPOP t=49180000 word=6dc4a36c1dfe16d2 acclen=76 vb=1
BANKPOP t=49190000 word=e21611b8ef3ec194 acclen=64 vb=1
BANKPOP t=49210000 word=ba3a22af4f3294a4 acclen=104 vb=1
BANKPOP t=49220000 word=fccd8c36c7043850 acclen=92 vb=1
BANKPOP t=49230000 word=5ef58cca09132e94 acclen=80 vb=1
BANKPOP t=49240000 word=6a845da6f9773f4d acclen=68 vb=1
BANKPOP t=49260000 word=9a6fa3919ed73d00 acclen=108 vb=1
BANKPOP t=49270000 word=a8f8f6ac5cdabe86 acclen=96 vb=1
BANKPOP t=49280000 word=d8936eabd32658d3 acclen=84 vb=1
BANKPOP t=49290000 word=6d00844e91acab6f acclen=72 vb=1
BANKPOP t=49310000 word=93fffbde9ba93862 acclen=112 vb=1
BANKPOP t=49320000 word=411168d8ac55a490 acclen=100 vb=1
BANKPOP t=49330000 word=432ee64164eaa6b4 acclen=88 vb=1
BANKPOP t=49340000 word=f3ab3010bb65bb6c acclen=76 vb=1
BANKPOP t=49350000 word=4425e2e242d19ec5 acclen=64 vb=1
BANKPOP t=49370000 word=ef120bbf4bb33e69 acclen=104 vb=1
BANKPOP t=49380000 word=59a5f16065bf01bf acclen=92 vb=1
BANKPOP t=49390000 word=ff968c9ddb9fcad2 acclen=80 vb=1
BANKPOP t=49400000 word=dcfbb434cfc11c42 acclen=68 vb=1
BANKPOP t=49420000 word=7866dd5304bbe885 acclen=108 vb=1
BANKPOP t=49430000 word=a2403b1bc300f4ac acclen=96 vb=1
BANKPOP t=49440000 word=ab12bcba3986bdd8 acclen=84 vb=1
BANKPOP t=49450000 word=8e6bf4595936a3f9 acclen=72 vb=1
BANKPOP t=49470000 word=faeac762f36866f0 acclen=112 vb=1
BANKPOP t=49480000 word=e5e9c725c5c2c689 acclen=100 vb=1
BANKPOP t=49490000 word=57e91ffd26450b84 acclen=88 vb=1
BANKPOP t=49500000 word=17d35d5f19443a5b acclen=76 vb=1
BANKPOP t=49510000 word=13c654e2760e4992 acclen=64 vb=1
BANKPOP t=49530000 word=74acd6f877dd981a acclen=104 vb=1
BANKPOP t=49540000 word=82482a38982ac89a acclen=92 vb=1
BANKPOP t=49550000 word=da20f23dc6d72ac4 acclen=80 vb=1
BANKPOP t=49560000 word=9fc4215a8146bc0f acclen=68 vb=1
BANKPOP t=49580000 word=029e786fb743d12a acclen=108 vb=1
BANKPOP t=49590000 word=cddcabde002138b6 acclen=96 vb=1
BANKPOP t=49600000 word=954b72874be7c6ef acclen=84 vb=1
BANKPOP t=49610000 word=316fdae298ebde82 acclen=72 vb=1
BANKPOP t=49630000 word=7ec873f368d5d262 acclen=112 vb=1
BANKPOP t=49640000 word=521912b758f8387b acclen=100 vb=1
BANKPOP t=49650000 word=60d7189ac5b08bd7 acclen=88 vb=1
BANKPOP t=49660000 word=734f63152228d832 acclen=76 vb=1
BANKPOP t=49670000 word=0320d1bd8a7f861c acclen=64 vb=1
BANKPOP t=49690000 word=5a787275dcc14cbd acclen=104 vb=1
BANKPOP t=49700000 word=254f9eaded3515f6 acclen=92 vb=1
BANKPOP t=49710000 word=26277b91e3409a76 acclen=80 vb=1
BANKPOP t=49720000 word=4212e6b88a34d159 acclen=68 vb=1
BANKPOP t=49740000 word=1579d511d5978bed acclen=108 vb=1
BANKPOP t=49750000 word=8b08b669136783e5 acclen=96 vb=1
BANKPOP t=49760000 word=b5d110f623884f4b acclen=84 vb=1
BANKPOP t=49770000 word=7cab5df43f8e57c1 acclen=72 vb=1
BANKPOP t=49790000 word=e61d0a689a587dc4 acclen=112 vb=1
BANKPOP t=49800000 word=ba1f531a1fb5b90a acclen=100 vb=1
BANKPOP t=49810000 word=4feeeeb5b321ed56 acclen=88 vb=1
BANKPOP t=49820000 word=682383d506f33575 acclen=76 vb=1
BANKPOP t=49830000 word=89a664dc1436207e acclen=64 vb=1
BANKPOP t=49850000 word=0008004002001000 acclen=104 vb=1
BANKPOP t=49860000 word=0010008004002001 acclen=92 vb=1
BANKPOP t=49870000 word=0020010008004002 acclen=80 vb=0
ML-DSA-II.KeyGen, KAT # 0 completed in                 4989 clock cycles
BANKPOP t=51350000 word=46826cc8d3862509 acclen=72 vb=0
BANKPOP t=51440000 word=c42986c364b4e280 acclen=68 vb=0
BANKPOP t=51520000 word=6436648188210a26 acclen=64 vb=1
BANKPOP t=51620000 word=00006602d1224323 acclen=72 vb=1
BANKPOP t=51690000 word=0810380a2136e208 acclen=68 vb=0
BANKPOP t=51770000 word=84c28989028c1180 acclen=64 vb=0
BANKPOP t=51870000 word=48502d87118220c9 acclen=72 vb=0
BANKPOP t=51960000 word=8885921491228a8e acclen=68 vb=0
BANKPOP t=52040000 word=2d30224628c26604 acclen=64 vb=0
BANKPOP t=52130000 word=951980c61c4e3208 acclen=72 vb=0
BANKPOP t=52220000 word=624a36612d150344 acclen=68 vb=0
BANKPOP t=52300000 word=60a3192c44440496 acclen=64 vb=0
BANKPOP t=53000000 word=a6c28a24e385c260 acclen=72 vb=0
BANKPOP t=53080000 word=4b65484061c60080 acclen=68 vb=0
BANKPOP t=53160000 word=42164269064469b8 acclen=64 vb=1
BANKPOP t=53250000 word=34503030d0818504 acclen=72 vb=0
BANKPOP t=53340000 word=e301a4c46182200d acclen=68 vb=1
BANKPOP t=53410000 word=65821840b24b31c4 acclen=64 vb=0
BANKPOP t=53510000 word=94cb41a448840313 acclen=72 vb=0
BANKPOP t=53590000 word=1820024221949a91 acclen=68 vb=0
BANKPOP t=53670000 word=4d026342149c8d82 acclen=64 vb=1
BANKPOP t=53760000 word=b2c401340b8a3059 acclen=72 vb=0
BANKPOP t=53840000 word=019046cb6d492070 acclen=68 vb=1
BANKPOP t=53910000 word=4036040d04c00043 acclen=64 vb=0
BANKPOP t=54620000 word=a0118632626e3623 acclen=72 vb=1
BANKPOP t=54700000 word=438d04e030b41b28 acclen=68 vb=0
BANKPOP t=54780000 word=4614c26d26c80922 acclen=64 vb=1
BANKPOP t=54870000 word=264a419464252908 acclen=72 vb=0
BANKPOP t=54960000 word=da0d42986a028a68 acclen=68 vb=0
BANKPOP t=55040000 word=51248b2c000a3242 acclen=64 vb=1
BANKPOP t=55140000 word=22136646d9208722 acclen=72 vb=1
BANKPOP t=55210000 word=490d411c8086c952 acclen=68 vb=0
BANKPOP t=55290000 word=28b40b9196ca4216 acclen=64 vb=0
BANKPOP t=55390000 word=342461480a01809c acclen=72 vb=1
BANKPOP t=55470000 word=598a392265128a22 acclen=68 vb=0
BANKPOP t=55550000 word=2630842880e46042 acclen=64 vb=0
BANKPOP t=56250000 word=249130969b443401 acclen=72 vb=1
BANKPOP t=56320000 word=512d32118cb69092 acclen=68 vb=0
BANKPOP t=56410000 word=0190212c18da49c4 acclen=64 vb=0
BANKPOP t=56510000 word=94e12522514008db acclen=72 vb=0
BANKPOP t=56590000 word=934892816a240469 acclen=68 vb=0
BANKPOP t=56670000 word=69208120a92225c2 acclen=64 vb=1
BANKPOP t=56770000 word=480431b12480c451 acclen=72 vb=1
BANKPOP t=56840000 word=1971b11911b0e325 acclen=68 vb=0
BANKPOP t=56920000 word=8e14ca4618538e49 acclen=64 vb=0
BANKPOP t=57030000 word=805c00120b023421 acclen=72 vb=1
BANKPOP t=57100000 word=0052468852060c69 acclen=68 vb=1
BANKPOP t=57190000 word=6d88cb0c82e36487 acclen=64 vb=0
BANKPOP t=57900000 word=192285a4cc113692 acclen=72 vb=0
BANKPOP t=57990000 word=8369b69b85048b4e acclen=68 vb=1
BANKPOP t=58070000 word=4e36130e00981230 acclen=64 vb=0
BANKPOP t=58180000 word=c81922481b303401 acclen=72 vb=1
BANKPOP t=58250000 word=942234e128050105 acclen=68 vb=0
BANKPOP t=58330000 word=91400b8916d90534 acclen=64 vb=0
BANKPOP t=58430000 word=90106994026938a3 acclen=72 vb=1
BANKPOP t=58530000 word=194c220b6d89180d acclen=68 vb=0
BANKPOP t=58610000 word=8400826626434c42 acclen=64 vb=1
BANKPOP t=58710000 word=109844192050a222 acclen=72 vb=0
BANKPOP t=58800000 word=2371a1046c820a2a acclen=68 vb=1
BANKPOP t=58880000 word=3034d12924180d20 acclen=64 vb=0
BANKPOP t=59590000 word=a60280b00a0d145c acclen=72 vb=1
BANKPOP t=59670000 word=084db6c36906928c acclen=68 vb=0
BANKPOP t=59750000 word=2d210800b3208c40 acclen=64 vb=0
BANKPOP t=59840000 word=861865231a5232c1 acclen=72 vb=0
BANKPOP t=59930000 word=4b0d88d09024902d acclen=68 vb=0
BANKPOP t=60020000 word=6918a204289a8d08 acclen=64 vb=0
BANKPOP t=60120000 word=388804b423521494 acclen=72 vb=0
BANKPOP t=60200000 word=124934c122432109 acclen=68 vb=0
BANKPOP t=60280000 word=25a9226c92538d37 acclen=64 vb=1
BANKPOP t=60370000 word=310a0022844cc711 acclen=72 vb=0
BANKPOP t=60460000 word=1800810989284081 acclen=68 vb=1
BANKPOP t=60530000 word=31408310a2db2135 acclen=64 vb=0
BANKPOP t=61240000 word=310c302420713448 acclen=72 vb=1
BANKPOP t=61310000 word=0c89a8e14cc6502c acclen=68 vb=0
BANKPOP t=61390000 word=42166360b6cc8080 acclen=64 vb=0
BANKPOP t=61480000 word=18d36c80111030c3 acclen=72 vb=0
BANKPOP t=61570000 word=4368181289c6a152 acclen=68 vb=1
BANKPOP t=61660000 word=8520a36914645030 acclen=64 vb=1
BANKPOP t=61750000 word=304128a683048804 acclen=72 vb=0
BANKPOP t=61830000 word=c051412241b8636d acclen=68 vb=1
BANKPOP t=61910000 word=2dc4ca0249020102 acclen=64 vb=0
BANKPOP t=62010000 word=185244b8d2659688 acclen=72 vb=0
BANKPOP t=62090000 word=d251a48c4d48242c acclen=68 vb=0
BANKPOP t=62170000 word=6c48146993048220 acclen=64 vb=0
BANKPOP t=62870000 word=812321c4a46d4310 acclen=72 vb=0
BANKPOP t=62950000 word=0464060a21148429 acclen=68 vb=0
BANKPOP t=63040000 word=0610922d365a60c1 acclen=64 vb=1
BANKPOP t=63120000 word=12622e309c283682 acclen=72 vb=0
BANKPOP t=63210000 word=826c929c89464102 acclen=68 vb=0
BANKPOP t=63290000 word=80c68924b6044532 acclen=64 vb=1
BANKPOP t=63370000 word=829185248270b40a acclen=72 vb=0
BANKPOP t=63460000 word=c10936424cb28c8c acclen=68 vb=1
BANKPOP t=63540000 word=4614517128824030 acclen=64 vb=1
BANKPOP t=63640000 word=05046046c8320904 acclen=72 vb=1
BANKPOP t=63710000 word=0250131902260440 acclen=68 vb=0
BANKPOP t=63790000 word=45822230989b6a45 acclen=64 vb=0
BANKPOP t=94350000 word=68016d0a9aafbc59 acclen=80 vb=1
BANKPOP t=94370000 word=333c963914f2c844 acclen=96 vb=1
BANKPOP t=94380000 word=938f445aa3c7d765 acclen=72 vb=1
BANKPOP t=94400000 word=e13dfe37d3d12d5e acclen=88 vb=1
BANKPOP t=94410000 word=1638d97492398ca9 acclen=64 vb=1
BANKPOP t=94430000 word=55507c92db3d6dbf acclen=80 vb=1
BANKPOP t=94450000 word=e117a93f838d7bb5 acclen=96 vb=1
BANKPOP t=94460000 word=a53071fc9469555f acclen=72 vb=1
BANKPOP t=94480000 word=eac890357f731c0b acclen=88 vb=1
BANKPOP t=94490000 word=588ac47a14e4bcd5 acclen=64 vb=1
BANKPOP t=94510000 word=118f4447ef9be89e acclen=80 vb=1
BANKPOP t=94530000 word=1ad104ebb17720d9 acclen=96 vb=1
BANKPOP t=94540000 word=5bbf2fea8a467533 acclen=72 vb=1
BANKPOP t=94560000 word=92651981ddbedd17 acclen=88 vb=1
BANKPOP t=94570000 word=2f8de44b4dfb7f6f acclen=64 vb=1
BANKPOP t=94590000 word=6792c05abe43aa5b acclen=80 vb=1
BANKPOP t=94610000 word=ee4668f35262c510 acclen=96 vb=1
BANKPOP t=94620000 word=ae0d7ed3093ca898 acclen=72 vb=1
BANKPOP t=94640000 word=d57f1ab2e4446218 acclen=88 vb=1
BANKPOP t=94650000 word=5accbcd548c91692 acclen=64 vb=1
BANKPOP t=94670000 word=c07457a2ab64d778 acclen=80 vb=1
BANKPOP t=94690000 word=5ad13663f0861beb acclen=96 vb=1
BANKPOP t=94700000 word=0557355e31466f34 acclen=72 vb=1
BANKPOP t=94720000 word=738cfadbae12876b acclen=88 vb=1
BANKPOP t=94730000 word=93291a5239ab1f1a acclen=64 vb=1
BANKPOP t=94750000 word=3f37d98cdda95300 acclen=80 vb=1
BANKPOP t=94770000 word=9774c3fa43f46d6e acclen=96 vb=1
BANKPOP t=94780000 word=3049ab6f95e89025 acclen=72 vb=1
BANKPOP t=94800000 word=fbc9cea49b1bdf77 acclen=88 vb=1
BANKPOP t=94810000 word=470268a6c861913e acclen=64 vb=1
BANKPOP t=94830000 word=c404ee9385ecaff9 acclen=80 vb=1
BANKPOP t=94850000 word=0a475c1958a7496b acclen=96 vb=1
BANKPOP t=94860000 word=4d2c8201210569fa acclen=72 vb=1
BANKPOP t=94880000 word=f536cf9613bc354f acclen=88 vb=1
BANKPOP t=94890000 word=0aa06ba9b48b40f8 acclen=64 vb=1
BANKPOP t=94910000 word=b826ada7096fda9d acclen=80 vb=1
BANKPOP t=94930000 word=705bcb9be551f599 acclen=96 vb=1
BANKPOP t=94940000 word=679cca59e3d2b1b3 acclen=72 vb=1
BANKPOP t=94960000 word=5cd6f274c0ff565e acclen=88 vb=1
BANKPOP t=94970000 word=042c2f4354f0df0e acclen=64 vb=0
BANKPOP t=95100000 word=a7bb1b0d1291ddc2 acclen=80 vb=1
BANKPOP t=95120000 word=6d006895400217f7 acclen=96 vb=1
BANKPOP t=95130000 word=835d1ecb4739412e acclen=72 vb=1
BANKPOP t=95150000 word=59078b72c5ce51c4 acclen=88 vb=1
BANKPOP t=95160000 word=63db51d02bc91db5 acclen=64 vb=1
BANKPOP t=95180000 word=53d00b052c71a754 acclen=80 vb=1
BANKPOP t=95200000 word=ac706ae638e058a3 acclen=96 vb=1
BANKPOP t=95210000 word=cd241ccda2909e7d acclen=72 vb=1
BANKPOP t=95230000 word=cbe7d027ced96cd9 acclen=88 vb=1
BANKPOP t=95240000 word=db8a06246085f331 acclen=64 vb=1
BANKPOP t=95260000 word=0926ea01cf55142a acclen=80 vb=1
BANKPOP t=95280000 word=a9970b1290ee0882 acclen=96 vb=1
BANKPOP t=95290000 word=92b0e1dd9efed7f2 acclen=72 vb=1
BANKPOP t=95310000 word=32e16552b4f19dca acclen=88 vb=1
BANKPOP t=95320000 word=d92370dc66ee6e4d acclen=64 vb=1
BANKPOP t=95340000 word=e7fbaf2c92bd3140 acclen=80 vb=1
BANKPOP t=95360000 word=dce0efb34bab98fd acclen=96 vb=1
BANKPOP t=95370000 word=887673c4a8fdff3e acclen=72 vb=1
BANKPOP t=95390000 word=30426f1aa6a8c488 acclen=88 vb=1
BANKPOP t=95400000 word=3e179ac7811539f2 acclen=64 vb=1
BANKPOP t=95420000 word=ab1147d5976021f3 acclen=80 vb=1
BANKPOP t=95440000 word=11f40c3c561026a3 acclen=96 vb=1
BANKPOP t=95450000 word=ec053bfbdba56fbf acclen=72 vb=1
BANKPOP t=95470000 word=afbad3b349e468a9 acclen=88 vb=1
BANKPOP t=95480000 word=e42be1222fdb0b16 acclen=64 vb=1
BANKPOP t=95500000 word=ef2ba1169ff86927 acclen=80 vb=1
BANKPOP t=95520000 word=e1d6a39b1d742905 acclen=96 vb=1
BANKPOP t=95530000 word=640e4fb200bc516b acclen=72 vb=1
BANKPOP t=95550000 word=46fc6d337ff5be4e acclen=88 vb=1
BANKPOP t=95560000 word=700e0d3e728c5848 acclen=64 vb=1
BANKPOP t=95580000 word=cb1e426e2cc1a8c2 acclen=80 vb=1
BANKPOP t=95600000 word=cd58aeb2552c5149 acclen=96 vb=1
BANKPOP t=95610000 word=6411408a342a6897 acclen=72 vb=1
BANKPOP t=95630000 word=55b0219b200d56bb acclen=88 vb=1
BANKPOP t=95640000 word=e7bb3ee058a160b3 acclen=64 vb=1
BANKPOP t=95660000 word=613f0e4010b8d87c acclen=80 vb=1
BANKPOP t=95680000 word=018ef3aa6ec489e3 acclen=96 vb=1
BANKPOP t=95690000 word=d73f8bee56ba0e41 acclen=72 vb=1
BANKPOP t=95710000 word=3c136955a4d7f7f2 acclen=88 vb=1
BANKPOP t=95720000 word=71453c10c68a925a acclen=64 vb=0
BANKPOP t=95850000 word=950fecf65975dea6 acclen=80 vb=1
BANKPOP t=95870000 word=5fc910f7a5ecd01e acclen=96 vb=1
BANKPOP t=95880000 word=6e088123110e8de5 acclen=72 vb=1
BANKPOP t=95900000 word=07cd6fedb02ed3a1 acclen=88 vb=1
BANKPOP t=95910000 word=261b962d4011d3f5 acclen=64 vb=1
BANKPOP t=95930000 word=8a8a4d9aeae21dc5 acclen=80 vb=1
BANKPOP t=95950000 word=5d3997992ad1a7ce acclen=96 vb=1
BANKPOP t=95960000 word=bd0a8fc208842203 acclen=72 vb=1
BANKPOP t=95980000 word=9f7cc16ce793bed9 acclen=88 vb=1
BANKPOP t=95990000 word=5357e9119352a6af acclen=64 vb=1
BANKPOP t=96010000 word=56e74b0513fda676 acclen=80 vb=1
BANKPOP t=96030000 word=45bf50e2449bcbca acclen=96 vb=1
BANKPOP t=96040000 word=d28e26c7e8fc5ed3 acclen=72 vb=1
BANKPOP t=96060000 word=7b876a0f4db8baf3 acclen=88 vb=1
BANKPOP t=96070000 word=a04d24dfd0e39b31 acclen=64 vb=1
BANKPOP t=96090000 word=f3da13abf5c6f75b acclen=80 vb=1
BANKPOP t=96110000 word=fc85ea31235b6795 acclen=96 vb=1
BANKPOP t=96120000 word=ec10a992514199d4 acclen=72 vb=1
BANKPOP t=96140000 word=6ad5f9bcd10d7b89 acclen=88 vb=1
BANKPOP t=96150000 word=69f497953f594475 acclen=64 vb=1
BANKPOP t=96170000 word=9415a48a600b4b28 acclen=80 vb=1
BANKPOP t=96190000 word=a10909acaee28b15 acclen=96 vb=1
BANKPOP t=96200000 word=7af096735dba09e8 acclen=72 vb=1
BANKPOP t=96220000 word=63f61c40a0e8f87e acclen=88 vb=1
BANKPOP t=96230000 word=f5301d762bb06ccc acclen=64 vb=1
BANKPOP t=96250000 word=62826002bf7e6157 acclen=80 vb=1
BANKPOP t=96270000 word=aed9dbd163c2d3a5 acclen=96 vb=1
BANKPOP t=96280000 word=5ca6c11a311f70b1 acclen=72 vb=1
BANKPOP t=96300000 word=75653485b1ce4054 acclen=88 vb=1
BANKPOP t=96310000 word=dc2983a872631162 acclen=64 vb=1
BANKPOP t=96330000 word=e4b37e3cde344344 acclen=80 vb=1
BANKPOP t=96350000 word=9d3c93b4b374b783 acclen=96 vb=1
BANKPOP t=96360000 word=5aff00d5a8982c3f acclen=72 vb=1
BANKPOP t=96380000 word=10a5240f0067b0eb acclen=88 vb=1
BANKPOP t=96390000 word=45392566de4714ff acclen=64 vb=1
BANKPOP t=96410000 word=dcdd739f14da54a6 acclen=80 vb=1
BANKPOP t=96430000 word=85bf8e0c031a1648 acclen=96 vb=1
BANKPOP t=96440000 word=79e8dad986d27a63 acclen=72 vb=1
BANKPOP t=96460000 word=5bfbce27b4700498 acclen=88 vb=1
BANKPOP t=96470000 word=a5ae872abc7eb0e1 acclen=64 vb=0
BANKPOP t=96600000 word=cf391b738bf4d8ba acclen=80 vb=1
BANKPOP t=96620000 word=4757d6646529db1d acclen=96 vb=1
BANKPOP t=96630000 word=d1782cf9baa62d65 acclen=72 vb=1
BANKPOP t=96650000 word=b3457af8181a70f7 acclen=88 vb=1
BANKPOP t=96660000 word=6f45c483de1a84cc acclen=64 vb=1
BANKPOP t=96680000 word=26af18ba405b08f3 acclen=80 vb=1
BANKPOP t=96700000 word=acbea430cf5edd4d acclen=96 vb=1
BANKPOP t=96710000 word=a8896d4d7bf60095 acclen=72 vb=1
BANKPOP t=96730000 word=8c0da239c16be938 acclen=88 vb=1
BANKPOP t=96740000 word=a366d590b08c0012 acclen=64 vb=1
BANKPOP t=96760000 word=69d60dd0a12bf6cf acclen=80 vb=1
BANKPOP t=96780000 word=777fe661508ccf78 acclen=96 vb=1
BANKPOP t=96790000 word=869bb7c08d0e8f69 acclen=72 vb=1
BANKPOP t=96810000 word=a5a7ac7cf78e6d1b acclen=88 vb=1
BANKPOP t=96820000 word=274cdbea28ba762d acclen=64 vb=1
BANKPOP t=96840000 word=9ba73ca5974ffae8 acclen=80 vb=1
BANKPOP t=96860000 word=add3867af6834110 acclen=96 vb=1
BANKPOP t=96870000 word=f6d9639dc82e5d6c acclen=72 vb=1
BANKPOP t=96890000 word=fe68fe429e11854d acclen=88 vb=1
BANKPOP t=96900000 word=988156dc33dd6540 acclen=64 vb=1
BANKPOP t=96920000 word=40838568d0cf3bc6 acclen=80 vb=1
BANKPOP t=96940000 word=48a0a692080010a2 acclen=96 vb=1
BANKPOP t=96950000 word=b82fb92864067c2a acclen=72 vb=1
BANKPOP t=96970000 word=bff26cc9c4b32258 acclen=88 vb=1
BANKPOP t=96980000 word=1d03d4fcb95f00a5 acclen=64 vb=1
BANKPOP t=97000000 word=ec385031ed36ede9 acclen=80 vb=1
BANKPOP t=97020000 word=55b9581e1d4735dc acclen=96 vb=1
BANKPOP t=97030000 word=146f039ec64eeaee acclen=72 vb=1
BANKPOP t=97050000 word=e7e76672553b6837 acclen=88 vb=1
BANKPOP t=97060000 word=b84a9b2a16d5ba43 acclen=64 vb=1
BANKPOP t=97080000 word=489e8ebb475d6439 acclen=80 vb=1
BANKPOP t=97100000 word=332d6265b9ffb458 acclen=96 vb=1
BANKPOP t=97110000 word=521058a5a36d238f acclen=72 vb=1
BANKPOP t=97130000 word=3547b51c3ada00e7 acclen=88 vb=1
BANKPOP t=97140000 word=e730c58eae596daf acclen=64 vb=1
BANKPOP t=97160000 word=05ab3e37dff47e7d acclen=80 vb=1
BANKPOP t=97180000 word=c77bf0b764499cf9 acclen=96 vb=1
BANKPOP t=97190000 word=37ee51d4b855a666 acclen=72 vb=1
BANKPOP t=97210000 word=81037d0034e2a1eb acclen=88 vb=1
BANKPOP t=97220000 word=4d2269db674c4905 acclen=64 vb=0
BANKPOP t=97290000 word=8de4bd9a61d41d02 acclen=104 vb=1
BANKPOP t=97300000 word=2a67955807c88436 acclen=92 vb=1
BANKPOP t=97310000 word=f0520007cabec147 acclen=80 vb=1
BANKPOP t=97320000 word=0a41d25cd733f24e acclen=68 vb=1
BANKPOP t=97340000 word=b3e3a568a2b1b4bf acclen=108 vb=1
BANKPOP t=97350000 word=b84250cdc01e38cb acclen=96 vb=1
BANKPOP t=97360000 word=54290a5a8141bf83 acclen=84 vb=1
BANKPOP t=97370000 word=4332d8417eddb0f9 acclen=72 vb=1
BANKPOP t=97390000 word=ec7d99e1b3ce922b acclen=112 vb=1
BANKPOP t=97400000 word=8c77f6ea852aacd7 acclen=100 vb=1
BANKPOP t=97410000 word=dd0502ecd53dfbd9 acclen=88 vb=1
BANKPOP t=97420000 word=a7d92af1be6ab941 acclen=76 vb=1
BANKPOP t=97430000 word=f6eb88deea774e3d acclen=64 vb=1
BANKPOP t=97450000 word=d00cca335b9a57cd acclen=104 vb=1
BANKPOP t=97460000 word=4eb6b44908fe7022 acclen=92 vb=1
BANKPOP t=97470000 word=73ca3578ed036cb7 acclen=80 vb=1
BANKPOP t=97480000 word=fba6bbbfadd4fe6a acclen=68 vb=1
BANKPOP t=97500000 word=9f26cc0e691b0746 acclen=108 vb=1
BANKPOP t=97510000 word=7e8dde505875acdc acclen=96 vb=1
BANKPOP t=97520000 word=f2284d7099da7b84 acclen=84 vb=1
BANKPOP t=97530000 word=ecf71c2c9a887821 acclen=72 vb=1
BANKPOP t=97550000 word=842e0f6b8bee2003 acclen=112 vb=1
BANKPOP t=97560000 word=68bb2e8b9851a171 acclen=100 vb=1
BANKPOP t=97570000 word=8143ae155406b99e acclen=88 vb=1
BANKPOP t=97580000 word=1991162d7fd20dea acclen=76 vb=1
BANKPOP t=97590000 word=759dab5ea28fb777 acclen=64 vb=1
BANKPOP t=97610000 word=4a45d8c759aeeda3 acclen=104 vb=1
BANKPOP t=97620000 word=00f98c12da7b9d9f acclen=92 vb=1
BANKPOP t=97630000 word=909ecba35c8c06ec acclen=80 vb=1
BANKPOP t=97640000 word=d905e63d04f55570 acclen=68 vb=1
BANKPOP t=97660000 word=627c36b2162071cd acclen=108 vb=1
BANKPOP t=97670000 word=ecc18d0495d0a3b2 acclen=96 vb=1
BANKPOP t=97680000 word=ecc7423b1d9e130a acclen=84 vb=1
BANKPOP t=97690000 word=ce37262777882b24 acclen=72 vb=1
BANKPOP t=97710000 word=d6b62c53b7a2695d acclen=112 vb=1
BANKPOP t=97720000 word=5648963c9bc3a735 acclen=100 vb=1
BANKPOP t=97730000 word=552667becbc21c1a acclen=88 vb=1
BANKPOP t=97740000 word=a60bce947023df65 acclen=76 vb=1
BANKPOP t=97750000 word=87223e4eb086982e acclen=64 vb=1
BANKPOP t=97770000 word=f5ea64acb59399f6 acclen=104 vb=1
BANKPOP t=97780000 word=e452590b6b50a840 acclen=92 vb=1
BANKPOP t=97790000 word=894a1590c85f2f74 acclen=80 vb=1
BANKPOP t=97800000 word=43868add27ae1f2a acclen=68 vb=1
BANKPOP t=97820000 word=a0f261642d687072 acclen=108 vb=1
BANKPOP t=97830000 word=da9f4bfdf098c998 acclen=96 vb=1
BANKPOP t=97840000 word=53f156506c4e3be0 acclen=84 vb=1
BANKPOP t=97850000 word=85ac642dc48ca013 acclen=72 vb=1
BANKPOP t=97870000 word=b59d1b126153f0a0 acclen=112 vb=1
BANKPOP t=97880000 word=6746d7b5ca2e2399 acclen=100 vb=1
BANKPOP t=97890000 word=22f8f2ff05bd95aa acclen=88 vb=1
BANKPOP t=97900000 word=df91bb2e5a8a2101 acclen=76 vb=1
